final_pred,is_rejected,reject_reasons,effective_score_threshold,threshold_offset,best_label,best_score,second_label,second_score,margin,ranked_classes,neighbors,image_path
Mabel__Mabel Amanteigado Mabel Sabor Leite,False,[],0.73,-0.010000000000000009,Mabel__Mabel Amanteigado Mabel Sabor Leite,0.9212322473526001,,,,"[('Mabel__Mabel Amanteigado Mabel Sabor Leite', 0.9212322473526001)]","[{'label': 'Mabel__Mabel Amanteigado Mabel Sabor Leite', 'score': 0.9246866106987, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Amanteigado Mabel Sabor Leite\\crop_00103_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj15.jpg'}, {'label': 'Mabel__Mabel Amanteigado Mabel Sabor Leite', 'score': 0.923550546169281, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Amanteigado Mabel Sabor Leite\\crop_00068_IMG_0833_JPG.rf.ecee911543cbcf0e827a8f5b11a12ca6_cls0_obj4.jpg'}, {'label': 'Mabel__Mabel Amanteigado Mabel Sabor Leite', 'score': 0.9227930903434753, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Amanteigado Mabel Sabor Leite\\crop_00104_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj16.jpg'}, {'label': 'Mabel__Mabel Amanteigado Mabel Sabor Leite', 'score': 0.9180845022201538, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Amanteigado Mabel Sabor Leite\\crop_00105_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj17.jpg'}, {'label': 'Mabel__Mabel Amanteigado Mabel Sabor Leite', 'score': 0.9170464873313904, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Amanteigado Mabel Sabor Leite\\crop_00046_IMG_0909_JPG.rf.382e8cbbf3731434f5c2ef48a97f59eb_cls0_obj12.jpg'}]",data\input_images\image_1\crop_0037_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.684895470738411,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6812413930892944,0.003654077649116516,"[('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.684895470738411), ('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6812413930892944)]","[{'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.687915027141571, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00291_Foto-10-06-2026-14-32-49_jpg.rf.c0ad90cfb6158320698c586da01ed36c_cls0_obj12.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6869784593582153, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_9.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6866561770439148, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00180_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj24.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6812413930892944, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6780322194099426, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}]",data\input_images\image_1\crop_0038_conf_0.97.jpg
Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela,False,[],0.74,0.0,Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela,0.7958135604858398,Mabel__Mabel Rosquinha Mabel Sabor Coco,0.7669512033462524,0.028862357139587402,"[('Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 0.7958135604858398), ('Mabel__Mabel Rosquinha Mabel Sabor Coco', 0.7669512033462524)]","[{'label': 'Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 'score': 0.842694878578186, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Banana e Canela\\crop_00102_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj14.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 'score': 0.7733551263809204, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Banana e Canela\\train_13_jpg.rf.a412f8fee18a232a01cf3278c2093bfc_crop_32.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 'score': 0.7713906764984131, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Banana e Canela\\train_IMG_2111_jpeg.rf.decffa6396f7c4d02f995d0c382f5699_crop_7.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.769307017326355, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00096_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj8.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.7645953893661499, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00167_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj11.jpg'}]",data\input_images\image_1\crop_0039_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6184899806976318,,,,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6184899806976318)]","[{'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6398972272872925, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6261148452758789, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00107_IMG_0859_JPG.rf.5aa256f34fff06f3eb25948617337682_cls0_obj1.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6138213872909546, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00112_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj2.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6087394952774048, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00106_IMG_0859_JPG.rf.5aa256f34fff06f3eb25948617337682_cls0_obj0.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6038769483566284, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\train_IMG_2174_jpeg.rf.44f437e7793cd4257e44ac6963886830_crop_15.jpg'}]",data\input_images\image_1\crop_0040_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6813150445620219,Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela,0.6717002391815186,0.0096148053805033,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6813150445620219), ('Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 0.6717002391815186), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.664996325969696)]","[{'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6969983577728271, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6814358234405518, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00112_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj2.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Banana e Canela', 'score': 0.6717002391815186, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Banana e Canela\\crop_00157_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj1.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6655109524726868, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00106_IMG_0859_JPG.rf.5aa256f34fff06f3eb25948617337682_cls0_obj0.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.664996325969696, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00291_Foto-10-06-2026-14-32-49_jpg.rf.c0ad90cfb6158320698c586da01ed36c_cls0_obj12.jpg'}]",data\input_images\image_1\crop_0041_conf_0.97.jpg
Mabel__Mabel Rosquinha Mabel Sabor Coco,False,[],0.68,-0.05999999999999994,Mabel__Mabel Rosquinha Mabel Sabor Coco,0.9316362977027893,,,,"[('Mabel__Mabel Rosquinha Mabel Sabor Coco', 0.9316362977027893)]","[{'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9691474437713623, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00091_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj3.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9296877384185791, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00093_IMG_0831_JPG.rf.4e39ef000705ae9f589973a99b200d45_cls0_obj5.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9288934469223022, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00017_IMG_20260610_115355437_jpg.rf.74e628d4b1a310cf28354aaf4f6be1dc_cls0_obj17.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9232646226882935, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\crop_00018_IMG_20260610_115355437_jpg.rf.74e628d4b1a310cf28354aaf4f6be1dc_cls0_obj18.jpg'}, {'label': 'Mabel__Mabel Rosquinha Mabel Sabor Coco', 'score': 0.9071882367134094, 'path': 'data/datasetv6_crops\\Mabel\\Mabel Rosquinha Mabel Sabor Coco\\IMG_5212-REDACTED_jpeg.rf.465f6a5976719f73c6456bd748d6004a_crop2.jpg'}]",data\input_images\image_1\crop_0042_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6362630128860474,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6290117303530375,0.007251282533009884,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6362630128860474), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6290117303530375)]","[{'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6489246487617493, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6356794238090515, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6306939125061035, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_9.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6236013770103455, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00107_IMG_0859_JPG.rf.5aa256f34fff06f3eb25948617337682_cls0_obj1.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6206618547439575, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00291_Foto-10-06-2026-14-32-49_jpg.rf.c0ad90cfb6158320698c586da01ed36c_cls0_obj12.jpg'}]",data\input_images\image_1\crop_0043_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.644161605834961,,,,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.644161605834961)]","[{'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.679598331451416, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.655907392501831, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00107_IMG_0859_JPG.rf.5aa256f34fff06f3eb25948617337682_cls0_obj1.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.648928165435791, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00106_IMG_0859_JPG.rf.5aa256f34fff06f3eb25948617337682_cls0_obj0.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6365503668785095, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00112_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj2.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.5998237729072571, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\train_IMG_2175_jpeg.rf.81e681dc397f791d29fff777b4c254c2_crop_0.jpg'}]",data\input_images\image_1\crop_0044_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6432634353637695,,,,"[('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6432634353637695)]","[{'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6602402925491333, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00176_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj20.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6490997076034546, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00180_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj24.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6468266248703003, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_22.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.633571982383728, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0534-REDACTED_jpeg.rf.140b3850b84cb326577608ba6b531e88_crop_11.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6265785694122314, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_WhatsApp-Image-2026-03-25-at-00-34-17_jpeg.rf.6ee1f01097c360d3605332562fd5c8ae_crop_8.jpg'}]",data\input_images\image_1\crop_0045_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6579140871763229,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6274411082267761,0.030472978949546814,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6579140871763229), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6274411082267761)]","[{'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6793195009231567, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6530116200447083, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00107_IMG_0859_JPG.rf.5aa256f34fff06f3eb25948617337682_cls0_obj1.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6517332792282104, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00112_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj2.jpg'}, {'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6475919485092163, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00106_IMG_0859_JPG.rf.5aa256f34fff06f3eb25948617337682_cls0_obj0.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6274411082267761, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}]",data\input_images\image_1\crop_0046_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6454042434692383,,,,"[('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6454042434692383)]","[{'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6604602336883545, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_5239-REDACTED_jpeg.rf.39320bde296156ac83f5539aacae234d_obj46.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6472244262695312, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_4.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6443850994110107, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_9.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.641559362411499, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_19.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6333920955657959, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00292_Foto-10-06-2026-14-32-49_jpg.rf.c0ad90cfb6158320698c586da01ed36c_cls0_obj13.jpg'}]",data\input_images\image_1\crop_0047_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO,0.6814159154891968,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.6592844724655151,0.02213144302368164,"[('RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 0.6814159154891968), ('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.6592844724655151)]","[{'label': 'RANCHEIRO__RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO', 'score': 0.6814159154891968, 'path': 'data/datasetv6_crops\\RANCHEIRO\\RANCHEIRO ROSQUINHA DE CHOCOLATE RANCHEIRO\\crop_00113_IMG_0932_JPG.rf.6b9379287f20aef455e88907324b0998_cls0_obj3.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6643686294555664, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00180_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj24.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6591376066207886, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_9.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6578464508056641, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00176_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj20.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.6557852029800415, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}]",data\input_images\image_1\crop_0048_conf_0.97.jpg
__Unknown__,True,['low_score'],0.74,0.0,Adoralle__Adoralle Alimentos Rosquinhas Coco,0.7097155332565308,,,,"[('Adoralle__Adoralle Alimentos Rosquinhas Coco', 0.7097155332565308)]","[{'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.7251202464103699, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00174_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj18.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.7079811096191406, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00178_IMG_20260610_111623939_jpg.rf.3ab52977b4bcdded408dd84594455fd0_cls0_obj22.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.7066468596458435, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\crop_00296_Foto-10-06-2026-14-32-49_jpg.rf.c0ad90cfb6158320698c586da01ed36c_cls0_obj17.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.7065699696540833, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_5239-REDACTED_jpeg.rf.39320bde296156ac83f5539aacae234d_obj46.jpg'}, {'label': 'Adoralle__Adoralle Alimentos Rosquinhas Coco', 'score': 0.7022594809532166, 'path': 'data/datasetv6_crops\\Adoralle\\Adoralle Alimentos Rosquinhas Coco\\train_IMG_0484-REDACTED_jpeg.rf.8ace1d1de4156ba5b78fb0e1d45bc3c8_crop_9.jpg'}]",data\input_images\image_1\crop_0049_conf_0.96.jpg
